O*NET-SOC Code,Title,Description,Skills,Job Zone,Date,Domain Source
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles","Apply blocks, strips, or sheets of shock-absorbing, sound-deadening, or decorative coverings to floors.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,12/2005,Analyst
47-2043.00,Floor Sanders and Finishers,"Scrape and sand wooden floors to smooth surfaces using floor scraper and floor sanding machine, and apply coats of finish.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",1,08/2021,Analyst
47-2044.00,Tile and Stone Setters,"Apply hard tile, stone, and comparable materials to walls, floors, ceilings, countertops, and roof decks.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2023,Analyst
47-2051.00,Cement Masons and Concrete Finishers,"Smooth and finish surfaces of poured concrete, such as floors, walks, sidewalks, roads, or curbs using a variety of hand and power tools. Align forms for sidewalks, curbs, or gutters; patch voids; and use saws to cut expansion joints.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",1,08/2018,Analyst
47-2053.00,Terrazzo Workers and Finishers,"Apply a mixture of cement, sand, pigment, or marble chips to floors, stairways, and cabinet fixtures to fashion durable and decorative surfaces.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
47-2061.00,Construction Laborers,"Perform tasks involving physical labor at construction sites. May operate hand and power tools of all types: air hammers, earth tampers, cement mixers, small mechanical hoists, surveying and measuring equipment, and a variety of other equipment and instruments. May clean and prepare sites, dig trenches, set braces to support the sides of excavations, erect scaffolding, and clean up rubble, debris, and other waste materials. May assist other craft workers.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2020,Analyst
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators","Operate equipment used for applying concrete, asphalt, or other materials to road beds, parking lots, or airport runways and taxiways or for tamping gravel, dirt, or other materials. Includes concrete and asphalt paving machine operators, form tampers, tamping machine operators, and stone spreader operators.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2020,Analyst
47-2072.00,Pile Driver Operators,"Operate pile drivers mounted on skids, barges, crawler treads, or locomotive cranes to drive pilings for retaining walls, bulkheads, and foundations of structures such as buildings, bridges, and piers.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2018,Analyst
47-2073.00,Operating Engineers and Other Construction Equipment Operators,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2020,Analyst
47-2081.00,Drywall and Ceiling Tile Installers,"Apply plasterboard or other wallboard to ceilings or interior walls of buildings. Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound. Materials may be of decorative quality. Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings, or partitions of buildings to provide support base for plaster, fireproofing, or acoustical material.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2016,Analyst
47-2082.00,Tapers,Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.,"Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
47-2111.00,Electricians,"Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2022,Analyst
47-2121.00,Glaziers,"Install glass in windows, skylights, store fronts, and display cases, or on surfaces, such as building fronts, interior walls, ceilings, and tabletops.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2023,Analyst
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall","Line and cover structures with insulating materials. May work with batt, roll, or blown insulation materials.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
47-2132.00,"Insulation Workers, Mechanical","Apply insulating materials to pipes or ductwork, or other mechanical systems in order to help control and maintain temperature.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,08/2023,Analyst
47-2141.00,"Painters, Construction and Maintenance","Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns. May remove old paint to prepare surface prior to painting. May mix colors or oils to obtain desired color or consistency.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2014,Analyst
47-2142.00,Paperhangers,"Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards. May remove old materials or prepare surfaces to be papered.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,06/2008,Analyst
47-2151.00,Pipelayers,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinkler fitters.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,08/2022,Analyst
47-2152.04,Solar Thermal Installers and Technicians,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",3,07/2015,Analyst
47-2161.00,Plasterers and Stucco Masons,"Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",1,07/2015,Analyst
47-2171.00,Reinforcing Iron and Rebar Workers,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters.","Reading Comprehension, Reading Comprehension, Active Listening, Active Listening, Writing, Writing, Speaking, Speaking, Mathematics, Mathematics, Science, Science, Critical Thinking, Critical Thinking, Active Learning, Active Learning, Learning Strategies, Learning Strategies, Monitoring, Monitoring, Social Perceptiveness, Social Perceptiveness, Coordination, Coordination, Persuasion, Persuasion, Negotiation, Negotiation, Instructing, Instructing, Service Orientation, Service Orientation, Complex Problem Solving, Complex Problem Solving, Operations Analysis, Operations Analysis, Technology Design, Technology Design, Equipment Selection, Equipment Selection, Installation, Installation, Programming, Programming, Operations Monitoring, Operations Monitoring, Operation and Control, Operation and Control, Equipment Maintenance, Equipment Maintenance, Troubleshooting, Troubleshooting, Repairing, Repairing, Quality Control Analysis, Quality Control Analysis, Judgment and Decision Making, Judgment and Decision Making, Systems Analysis, Systems Analysis, Systems Evaluation, Systems Evaluation, Time Management, Time Management, Management of Financial Resources, Management of Financial Resources, Management of Material Resources, Management of Material Resources, Management of Personnel Resources, Management of Personnel Resources",2,07/2015,Analyst
